timestamp,active_power_calculated_by_converter,active_power_raw,ambient_temperature,generator_speed,generator_winding_temp_max,grid_power10min_average,nc1_inside_temp,nacelle_temp,reactice_power_calculated_by_converter,reactive_power,wind_direction_raw,wind_speed_raw,wind_speed_turbulence,turbine_id,Target
2021-02-19 20:18:00,816.636759440104,834.917205810547,31.6943798065186,1159.6166015625,65.9542144775391,917.8970845540373,31.8819716771444,31.504713058471694,141.457644144694,165.501518249512,280.864781697591,7.05700000127157,0.544081807136536,Turbine_108,47.5827865600586
2021-04-27 04:55:00,419.107828776042,421.050872802734,12.8949480851491,928.74799601237,59.5713188171387,445.55425008138,32.42370452880861,32.7557697296143,89.1864573160807,113.835235595703,299.552459716797,5.4749371210734115,0.4690312370657921,Turbine_18,46.0703282356262
2021-01-25 06:26:00,1303.5305582682304,1337.5661417643198,16.6483879089355,1201.21977539063,61.270497639974,1364.71600341797,11.4468488693237,18.3329849243164,230.622309366862,281.45225270589196,84.9601058959961,8.09245737393697,0.622318103909492,Turbine_105,39.9892361958822
2021-10-30 03:47:00,61.4948724110921,53.48100789388022,28.3881412506104,769.806121826172,40.674347559611,14.324896812439,34.253204345703104,32.6628894805908,66.2110150655111,75.01753107706709,87.2611185709635,4.07103188832601,0.760719150304794,Turbine_15,46.0565872192383
2021-03-15 00:39:00,593.514363606771,611.659108479818,31.519527053833,1046.9167683919302,64.3417625427246,599.020172119141,32.4055856068929,31.466387430826806,137.163937886556,160.202420552572,313.724817911784,6.357942899068201,0.346068188548088,Turbine_01,54.346094767252595
2021-05-28 06:33:00,603.877939860026,620.637583414714,28.055220286051398,955.604563395182,60.882137934366895,697.72173055013,31.0122073491414,31.0546684265137,57.9504674275716,75.779109954834,229.57166544596402,6.02602871259054,0.779887149731318,Turbine_15,47.9479586283366
2021-01-02 01:00:00,282.870091756185,281.76385498046903,17.9842315673828,811.2628784179691,47.655466715494796,357.891250610352,27.033743540446,23.9242329597473,81.6611220041911,104.133496602376,256.913800557454,5.69243137041728,0.8925667206446328,Turbine_14,38.0880928039551
2021-05-17 00:45:00,963.812815348307,995.34087117513,32.155075073242195,1191.2585205078099,68.5354690551758,996.8887837727873,33.5371246337891,32.0778980255127,177.889793395996,216.99167633056598,186.539896647135,6.87455709775289,1.8141216437021896,Turbine_01,48.5291455586751
2021-08-11 12:22:00,662.245915730794,673.992039998372,39.1536149978638,1065.71643066406,60.5853379567464,487.273529052734,38.90618209838871,37.6005058288574,121.700998942057,143.40571085611998,316.731836954753,6.501519870758059,0.8744420607884731,Turbine_10,48.912348429362
2021-07-15 14:44:00,468.044850667318,469.828186035156,17.189910570780402,876.03505452474,63.952785491943395,675.510670979818,31.469154993693,33.1174850463867,87.0477078755697,119.317790985107,175.58327738444,4.86459438006083,0.996903498967489,Turbine_103,47.616580963134794
2021-03-04 16:39:00,0.638778878106839,75.52012604933516,15.5068786144257,515.300628662109,51.1835651397705,6.83417272567749,30.8982772827148,35.627410888671896,1.50634605884552,0.614844536781311,248.405355834961,1.7151999711990402,1.0879058599472,Turbine_123,46.2106647491455
2021-05-13 06:36:00,469.372899373372,479.89620971679705,30.544199625651,965.6147359212241,61.79207674662271,557.084869384766,32.8869113922119,30.455679575602197,118.88901265462201,146.441370646159,301.22908528645803,5.32042002677917,0.7666942119598391,Turbine_01,52.688777923584006
2021-06-02 12:26:00,365.782101949056,368.365681966146,17.9175877571106,815.032572428385,56.7798938751221,199.45011647542304,31.2733297348022,33.3829015096029,84.7427139282227,110.63766225178999,294.730214436849,5.7441999912262,1.27122569084167,Turbine_103,46.84053675333657
2021-03-16 08:27:00,460.12329610188795,463.45241800944,26.0777992248535,956.874108886719,56.439352671305286,458.9291330973311,34.0113105773926,31.1909627914429,100.036871592204,120.522249857585,302.16829427083303,5.861814260482791,0.38778103590011603,Turbine_120,45.174562454223604
2021-06-25 18:14:00,1985.41904703776,1861.5326450892896,33.218669128418,1197.4110595703098,84.8713963826497,1820.15234375,31.1008480072021,35.181658744812005,34.7731971740723,73.6190567016602,278.32314046223996,11.5233936309814,1.2408484617869098,Turbine_15,48.370672861735
2021-10-20 21:54:00,362.508117675781,365.004501342773,27.3893899917603,805.110229492188,59.52959696451821,338.43255106608103,29.343346023559604,30.8815339406331,88.091375986735,110.07402165730801,324.994984944661,5.198028564453129,0.321534097194672,Turbine_139,44.1634051005046
2021-09-09 13:24:00,377.84809366862,375.884791056315,35.39817237854,894.435760498047,53.7031847635905,307.576324462891,34.930492401123,33.1996053059896,89.78935496012372,109.14406967163099,238.01902008056598,5.13235719998678,0.541570425033569,Turbine_97,44.6007213592529
2021-03-28 07:27:00,466.93865458170603,472.392603556315,32.827956199646,960.975799560547,59.6764443715413,504.850402832031,32.886536916097,32.6349227905273,105.23591740926099,119.951192220052,154.12889862060499,6.0931571324666285,0.45703014731407204,Turbine_108,48.7684516906738
2021-09-12 18:54:00,22.6884107589722,7.09308274586995,15.52988719940185,770.050272623698,57.3624718983968,73.8269119262695,32.768115234375,30.409054756164604,87.9384981791178,95.553601582845,306.053619384766,3.4013422330220497,0.4326827153563499,Turbine_19,41.1215794881185
2021-01-07 15:08:00,464.46218363444,468.27279154459603,16.46195869445802,961.838460286458,47.349639892578104,263.790267944336,32.8739051818848,29.7128734588623,96.0515263875325,119.217178344727,313.82464599609403,6.3399428526560495,1.04544568061829,Turbine_123,40.5236053466797
